RowId,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,AVERAGE_RAIN,Hour,DayOfWeek,Month,Is_Weekend,Is_Rush_Hour
1803,Medium,37.8,24.0,83.3,LIGHT,22.0,1019.0,82.0,3.0,sem observação,sem chuva,12,5,8,1,0
1804,Very_High,49.2,143.4,63.5,LIGHT,12.0,1011.0,72.0,7.0,nuvens quebradas,sem chuva,8,3,6,0,1
1805,Medium,40.4,27.2,83.2,LIGHT,11.0,1001.0,87.0,2.0,nuvens dispersas,sem chuva,12,1,10,0,0
1806,High,39.2,46.4,70.2,LIGHT,17.0,1014.0,72.0,4.0,céu pouco nublado,sem chuva,18,1,6,0,1
1807,Low,32.1,20.5,91.5,LIGHT,17.0,1025.0,48.0,2.0,céu claro,sem chuva,14,4,2,0,0
1808,Medium,40.0,28.3,90.1,LIGHT,12.0,1012.0,62.0,3.0,céu claro,sem chuva,10,0,10,0,0
1809,High,37.3,67.3,85.4,LIGHT,19.0,1015.0,88.0,1.0,nuvens quebradas,sem chuva,10,2,7,0,0
1810,None_Existent,46.4,2.1,82.2,DARK,17.0,1012.0,93.0,3.0,sem observação,trovoada com chuva leve,1,1,8,0,0
1811,High,37.5,46.6,77.5,LIGHT,15.0,1028.0,58.0,4.0,céu pouco nublado,sem chuva,17,4,4,0,1
1812,Medium,38.0,22.0,81.5,LIGHT,11.0,995.0,76.0,9.0,sem observação,chuva moderada,13,4,2,0,0
1813,Very_High,46.9,109.6,78.9,DARK,11.0,1020.0,93.0,1.0,céu claro,sem chuva,19,4,1,0,1
1814,High,38.2,114.4,86.5,LIGHT,21.0,1017.0,77.0,4.0,sem observação,sem chuva,16,6,5,1,0
1815,High,33.9,100.9,74.7,LIGHT,17.0,1016.0,59.0,6.0,sem observação,sem chuva,15,6,5,1,0
1816,Low,35.6,9.1,83.9,LIGHT,17.0,1017.0,93.0,4.0,nuvens quebradas,sem chuva,11,6,4,1,0
1817,Low,35.7,6.1,86.8,DARK,10.0,1029.0,81.0,1.0,céu claro,sem chuva,20,1,2,0,0
1818,Low,40.4,4.4,93.3,DARK,11.0,1020.0,81.0,4.0,céu claro,sem chuva,20,0,2,0,0
1819,None_Existent,37.9,2.3,65.2,DARK,16.0,1019.0,93.0,1.0,nuvens quebradas,sem chuva,0,0,6,0,0
1820,None_Existent,41.1,0.0,71.3,LOW_LIGHT,11.0,1022.0,100.0,2.0,sem observação,sem chuva,6,6,4,1,0
1821,None_Existent,42.9,0.0,90.6,DARK,17.0,1014.0,100.0,0.0,sem observação,sem chuva,5,2,8,0,0
1822,Low,43.7,8.8,79.3,DARK,17.0,1017.0,82.0,2.0,sem observação,sem chuva,21,0,8,0,0
1823,Medium,37.5,26.9,78.8,LIGHT,17.0,1022.0,77.0,1.0,sem observação,sem chuva,9,2,8,0,1
1824,Very_High,45.0,81.3,72.8,LIGHT,16.0,1012.0,100.0,8.0,sem observação,chuva fraca,17,1,6,0,1
1825,None_Existent,43.5,0.0,87.9,DARK,14.0,1018.0,100.0,2.0,sem observação,sem chuva,5,2,10,0,0
1826,None_Existent,45.1,0.0,82.5,DARK,11.0,1019.0,100.0,3.0,nuvens quebrados,sem chuva,4,4,11,0,0
1827,Medium,42.8,34.2,85.7,LIGHT,20.0,1019.0,68.0,6.0,algumas nuvens,sem chuva,16,4,9,0,0
1828,Low,40.0,3.5,83.1,DARK,10.0,1022.0,81.0,4.0,algumas nuvens,sem chuva,20,6,1,1,0
1829,Medium,41.9,23.2,75.4,DARK,17.0,1016.0,93.0,1.0,nuvens quebradas,sem chuva,20,3,9,0,0
1830,Low,39.1,14.4,71.2,LIGHT,13.0,1024.0,82.0,2.0,nuvens dispersas,sem chuva,12,4,11,0,0
1831,None_Existent,42.2,4.0,89.3,LIGHT,22.0,1023.0,69.0,3.0,céu claro,sem chuva,13,6,9,1,0
1832,Very_High,41.3,58.6,86.4,DARK,10.0,1006.0,93.0,2.0,sem observação,chuva moderada,19,0,10,0,1
1833,Medium,35.4,25.3,82.6,LIGHT,23.0,1017.0,77.0,7.0,sem observação,sem chuva,15,5,6,1,0
1834,None_Existent,43.8,0.0,86.3,LIGHT,14.0,1015.0,100.0,1.0,nuvens quebrados,sem chuva,7,2,8,0,1
1835,Low,33.4,5.7,65.6,LIGHT,22.0,1017.0,72.0,6.0,céu pouco nublado,sem chuva,12,0,5,0,0
1836,None_Existent,47.1,0.0,83.4,DARK,3.0,1021.0,93.0,4.0,céu claro,sem chuva,4,2,2,0,0
1837,Low,37.0,15.4,91.1,LIGHT,16.0,1020.0,100.0,1.0,sem observação,sem chuva,10,4,8,0,0
1838,None_Existent,36.9,2.3,88.2,DARK,16.0,1015.0,100.0,0.0,sem observação,sem chuva,1,4,9,0,0
1839,None_Existent,39.4,0.0,89.7,DARK,12.0,1017.0,93.0,0.0,nuvens dispersas,sem chuva,21,6,2,1,0
1840,None_Existent,44.4,5.8,80.9,DARK,17.0,1010.0,77.0,4.0,nuvens quebradas,sem chuva,2,5,9,1,0
1841,Low,48.5,1.2,77.9,DARK,20.0,1014.0,68.0,3.0,sem observação,sem chuva,20,6,9,1,0
1842,High,34.1,50.4,92.7,LIGHT,24.0,999.0,68.0,1.0,céu claro,sem chuva,10,2,8,0,0
1843,Low,37.7,12.9,67.5,LIGHT,12.0,1019.0,87.0,4.0,sem observação,chuva moderada,11,1,1,0,0
1844,None_Existent,33.6,5.3,68.5,DARK,14.0,1013.0,100.0,3.0,nuvens quebradas,sem chuva,6,6,9,1,0
1845,High,41.9,46.3,86.6,LIGHT,22.0,1021.0,73.0,5.0,céu claro,sem chuva,16,4,9,0,0
1846,Medium,42.1,28.6,81.2,LIGHT,14.0,1020.0,67.0,5.0,céu claro,sem chuva,10,2,11,0,0
1847,Medium,38.6,32.6,77.8,LIGHT,24.0,1017.0,77.0,7.0,sem observação,sem chuva,16,5,6,1,0
1848,Medium,47.8,10.4,66.8,DARK,10.0,1023.0,54.0,6.0,céu claro,sem chuva,23,0,12,0,0
1849,High,36.1,59.9,87.6,LIGHT,25.0,1014.0,78.0,3.0,sem observação,sem chuva,15,1,7,0,0
1850,Medium,38.1,36.8,89.1,LIGHT,19.0,1019.0,88.0,2.0,sem observação,sem chuva,9,4,8,0,1
1851,None_Existent,42.6,0.0,89.2,LIGHT,15.0,1017.0,87.0,3.0,tempo nublado,sem chuva,6,6,7,1,0
1852,None_Existent,41.3,1.3,82.6,DARK,16.0,1010.0,100.0,0.0,sem observação,sem chuva,21,0,10,0,0
1853,Low,45.3,4.8,64.2,DARK,19.0,1019.0,56.0,2.0,sem observação,sem chuva,2,4,5,0,0
1854,Medium,32.7,39.3,94.1,LIGHT,11.0,1021.0,57.0,7.0,algumas nuvens,sem chuva,16,5,2,1,0
1855,Medium,35.0,18.0,89.0,LIGHT,25.0,1022.0,21.0,5.0,céu claro,sem chuva,11,2,10,0,0
1856,Very_High,46.3,95.1,68.5,LIGHT,22.0,1017.0,88.0,7.0,céu pouco nublado,sem chuva,19,4,6,0,1
1857,None_Existent,37.0,3.0,95.2,DARK,9.0,1023.0,87.0,2.0,nuvens dispersas,sem chuva,0,3,2,0,0
1858,Medium,33.5,15.5,75.8,LIGHT,16.0,1020.0,67.0,4.0,nuvens dispersas,sem chuva,13,0,5,0,0
1859,High,41.4,110.4,67.4,LIGHT,14.0,1013.0,87.0,6.0,nuvens quebradas,sem chuva,9,3,5,0,1
1860,High,40.9,58.0,83.2,LIGHT,21.0,1021.0,77.0,3.0,céu pouco nublado,sem chuva,16,3,9,0,0
1861,Medium,49.0,4.4,66.4,DARK,8.0,1013.0,93.0,2.0,sem observação,chuva moderada,7,4,11,0,1
1862,High,35.9,113.8,88.4,LIGHT,24.0,1016.0,73.0,6.0,sem observação,sem chuva,16,2,7,0,0
1863,Medium,39.4,27.0,89.5,LIGHT,21.0,1016.0,73.0,6.0,algumas nuvens,sem chuva,16,4,7,0,0
1864,Medium,40.7,30.9,88.5,LOW_LIGHT,18.0,1020.0,68.0,5.0,céu claro,sem chuva,19,4,8,0,1
1865,High,39.0,36.1,73.3,LIGHT,25.0,1017.0,68.0,6.0,sem observação,sem chuva,15,4,6,0,0
1866,High,40.7,104.4,89.9,LIGHT,10.0,1023.0,66.0,5.0,céu claro,sem chuva,10,3,2,0,0
1867,None_Existent,38.4,5.4,99.1,LIGHT,16.0,1010.0,77.0,4.0,céu claro,sem chuva,9,5,11,1,1
1868,Medium,34.3,14.9,78.7,LIGHT,21.0,1018.0,82.0,5.0,nuvens quebradas,sem chuva,12,5,6,1,0
1869,Very_High,43.5,103.2,75.5,DARK,13.0,1030.0,100.0,3.0,sem observação,sem chuva,18,4,12,0,1
1870,None_Existent,41.4,0.0,85.4,DARK,12.0,998.0,76.0,2.0,nuvens quebrados,sem chuva,23,3,1,0,0
1871,Medium,40.1,31.5,88.8,DARK,16.0,1011.0,87.0,4.0,nuvens dispersas,sem chuva,18,5,11,1,1
1872,Very_High,45.8,96.9,81.3,LIGHT,2.0,1021.0,100.0,2.0,sem observação,sem chuva,9,1,2,0,1
1873,Medium,40.0,40.1,87.7,LIGHT,27.0,1016.0,34.0,5.0,sem observação,sem chuva,15,6,9,1,0
1874,Low,36.1,5.7,67.0,DARK,14.0,1025.0,93.0,3.0,sem observação,chuva fraca,22,5,4,1,0
1875,None_Existent,42.3,0.0,75.6,DARK,6.0,1020.0,100.0,1.0,sem observação,sem chuva,1,3,1,0,0
1876,Medium,46.5,2.2,85.8,DARK,12.0,1003.0,93.0,1.0,sem observação,chuva moderada,21,6,11,1,0
1877,Low,46.1,3.3,81.6,DARK,14.0,1022.0,100.0,2.0,sem observação,sem chuva,2,0,9,0,0
1878,None_Existent,39.1,0.0,86.8,DARK,0.0,1027.0,93.0,0.0,céu claro,sem chuva,4,6,2,1,0
1879,Medium,36.1,45.6,86.8,LIGHT,20.0,1022.0,68.0,9.0,sem observação,sem chuva,15,1,9,0,0
1880,Medium,35.3,38.3,89.6,LIGHT,19.0,1022.0,64.0,2.0,sem observação,sem chuva,11,6,4,1,0
1881,High,44.3,19.9,85.8,LOW_LIGHT,24.0,1016.0,73.0,2.0,céu claro,sem chuva,19,4,8,0,1
1882,Low,41.1,11.6,82.0,LIGHT,23.0,1020.0,57.0,3.0,céu claro,sem chuva,13,5,8,1,0
1883,Medium,40.6,8.2,67.3,DARK,12.0,1017.0,87.0,9.0,sem observação,chuva moderada,7,2,1,0,1
1884,High,43.7,52.8,75.3,DARK,14.0,1030.0,100.0,3.0,sem observação,sem chuva,17,4,12,0,1
1885,Low,42.8,3.3,75.2,DARK,17.0,1021.0,59.0,0.0,céu claro,sem chuva,20,1,10,0,0
1886,None_Existent,42.6,0.0,70.2,DARK,12.0,1017.0,71.0,2.0,sem observação,sem chuva,2,2,6,0,0
1887,Medium,38.3,27.5,83.1,LIGHT,13.0,1019.0,62.0,7.0,algumas nuvens,sem chuva,15,0,2,0,0
1888,None_Existent,43.9,0.7,70.3,DARK,16.0,1022.0,77.0,8.0,sem observação,sem chuva,21,1,9,0,0
1889,None_Existent,39.3,0.0,70.9,LIGHT,8.0,1024.0,93.0,3.0,nuvens quebrados,sem chuva,9,5,12,1,1
1890,None_Existent,38.1,1.3,65.3,DARK,14.0,1017.0,93.0,1.0,sem observação,sem chuva,0,2,5,0,0
1891,Low,39.0,6.5,79.8,DARK,15.0,1021.0,72.0,4.0,sem observação,sem chuva,21,6,6,1,0
1892,None_Existent,38.3,7.7,75.7,DARK,12.0,1022.0,81.0,3.0,nuvens quebrados,sem chuva,0,2,11,0,0
1893,Low,43.8,1.8,83.3,DARK,11.0,1003.0,100.0,3.0,sem observação,chuva moderada,23,6,11,1,0
1894,Low,47.4,1.3,73.2,DARK,8.0,1020.0,93.0,2.0,céu claro,sem chuva,4,4,1,0,0
1895,None_Existent,44.9,3.8,82.5,DARK,16.0,1017.0,100.0,0.0,nuvens quebradas,sem chuva,4,2,8,0,0
1896,None_Existent,41.4,0.0,89.6,DARK,10.0,1016.0,87.0,5.0,nuvens quebradas,sem chuva,6,1,3,0,0
1897,Low,36.0,13.1,111.1,DARK,11.0,1029.0,81.0,1.0,céu claro,sem chuva,22,5,2,1,0
1898,Low,40.1,6.3,64.3,DARK,15.0,1012.0,100.0,7.0,sem observação,sem chuva,20,3,5,0,0
1899,Low,36.8,4.5,76.6,DARK,12.0,1023.0,51.0,6.0,céu claro,sem chuva,21,0,12,0,0
1900,Medium,35.9,17.7,90.4,LIGHT,18.0,1021.0,93.0,2.0,sem observação,sem chuva,13,6,9,1,0
1901,Medium,45.7,5.1,79.5,DARK,5.0,1021.0,100.0,0.0,céu claro,sem chuva,2,1,2,0,0
1902,Very_High,43.5,103.2,69.6,LIGHT,28.0,1020.0,28.0,7.0,sem observação,sem chuva,18,3,5,0,1
1903,Medium,40.2,37.0,80.3,LIGHT,21.0,1025.0,52.0,3.0,sem observação,sem chuva,11,2,9,0,0
1904,None_Existent,36.9,0.0,55.9,DARK,15.0,1012.0,93.0,8.0,sem observação,sem chuva,1,2,5,0,0
1905,Medium,39.8,8.6,70.6,LIGHT,22.0,1017.0,82.0,3.0,céu pouco nublado,sem chuva,12,1,6,0,0
1906,Low,37.3,4.5,77.4,LOW_LIGHT,11.0,1004.0,87.0,4.0,céu limpo,sem chuva,6,0,4,0,0
1907,Medium,39.7,27.4,78.8,LIGHT,26.0,1016.0,32.0,3.0,sem observação,sem chuva,18,5,9,1,1
1908,None_Existent,36.7,4.8,79.1,DARK,15.0,1029.0,82.0,2.0,nuvens quebrados,sem chuva,23,2,12,0,0
1909,High,31.2,92.6,82.8,DARK,15.0,1022.0,87.0,7.0,nuvens quebrados,sem chuva,17,6,12,1,1
1910,Medium,38.1,70.4,92.1,LOW_LIGHT,16.0,1020.0,62.0,1.0,céu claro,sem chuva,18,5,2,1,1
1911,Low,48.5,3.9,78.5,DARK,12.0,993.0,71.0,7.0,nuvens quebrados,sem chuva,6,4,2,0,0
1912,Very_High,46.1,147.1,79.4,LIGHT,15.0,1021.0,100.0,1.0,sem observação,sem chuva,8,3,9,0,1
1913,High,40.4,52.4,87.4,LIGHT,24.0,1016.0,47.0,5.0,algumas nuvens,sem chuva,15,5,10,1,0
1914,High,40.9,61.3,87.0,LIGHT,22.0,1021.0,77.0,4.0,sem observação,sem chuva,16,5,8,1,0
1915,High,40.9,84.0,88.9,LOW_LIGHT,21.0,1026.0,40.0,4.0,céu claro,sem chuva,18,4,2,0,1
1916,Medium,38.8,17.3,81.9,DARK,12.0,1024.0,100.0,5.0,nuvens quebrados,sem chuva,22,5,12,1,0
1917,Low,33.5,7.5,87.9,DARK,14.0,1028.0,71.0,2.0,céu claro,sem chuva,20,6,2,1,0
1918,None_Existent,44.2,0.0,67.8,DARK,10.0,1005.0,76.0,7.0,sem observação,aguaceiros fracos,2,3,4,0,0
1919,Low,37.9,15.7,81.6,DARK,16.0,1019.0,93.0,3.0,céu claro,sem chuva,20,4,9,0,0
1920,None_Existent,38.2,4.7,88.9,DARK,20.0,1011.0,78.0,2.0,sem observação,chuva,21,0,8,0,0
1921,None_Existent,45.4,0.0,78.7,DARK,17.0,1015.0,100.0,2.0,sem observação,sem chuva,2,1,8,0,0
1922,None_Existent,40.8,6.6,90.5,DARK,17.0,1020.0,100.0,2.0,sem observação,sem chuva,1,4,8,0,0
1923,Very_High,46.1,125.5,81.9,LOW_LIGHT,16.0,1006.0,93.0,3.0,sem observação,chuva fraca,7,3,10,0,1
1924,None_Existent,42.0,0.0,77.7,DARK,13.0,1017.0,76.0,4.0,céu pouco nublado,sem chuva,22,4,5,0,0
1925,High,39.8,36.5,75.6,LIGHT,13.0,1000.0,87.0,7.0,sem observação,aguaceiros fracos,15,2,4,0,0
1926,High,43.5,43.7,64.3,LIGHT,12.0,1024.0,93.0,5.0,sem observação,chuva moderada,10,0,1,0,0
1927,None_Existent,45.2,0.0,84.2,DARK,15.0,1018.0,93.0,2.0,sem observação,sem chuva,2,5,9,1,0
1928,None_Existent,43.1,0.0,82.7,LIGHT,19.0,1016.0,49.0,6.0,céu claro,sem chuva,7,5,8,1,1
1929,Medium,37.3,36.1,90.3,LIGHT,29.0,1015.0,39.0,3.0,céu claro,sem chuva,12,1,8,0,0
1930,Medium,37.9,21.7,89.3,LIGHT,22.0,1015.0,53.0,3.0,céu claro,sem chuva,14,6,8,1,0
1931,Very_High,41.0,65.0,84.2,DARK,14.0,1016.0,93.0,1.0,céu claro,sem chuva,19,3,11,0,1
1932,Medium,52.1,3.5,69.2,DARK,13.0,1014.0,66.0,7.0,nuvens quebrados,sem chuva,1,0,11,0,0
1933,Medium,43.2,32.5,87.1,LIGHT,22.0,1019.0,82.0,3.0,sem observação,sem chuva,18,3,8,0,1
1934,None_Existent,41.8,1.2,86.5,DARK,16.0,1015.0,77.0,6.0,céu claro,sem chuva,23,3,10,0,0
1935,None_Existent,44.1,0.0,86.4,DARK,15.0,1015.0,100.0,2.0,sem observação,sem chuva,5,2,9,0,0
1936,Low,46.1,15.2,82.4,DARK,17.0,1015.0,88.0,0.0,sem observação,sem chuva,6,4,8,0,0
1937,Low,31.5,16.8,72.9,LIGHT,13.0,1023.0,71.0,6.0,nuvens quebrados,sem chuva,11,2,11,0,0
1938,High,34.6,79.7,97.2,LIGHT,25.0,1020.0,78.0,5.0,sem observação,sem chuva,17,3,8,0,1
1939,High,46.1,44.2,83.4,LIGHT,21.0,1011.0,60.0,5.0,algumas nuvens,sem chuva,17,3,10,0,1
1940,Medium,46.5,15.7,78.1,LIGHT,12.0,1021.0,93.0,3.0,sem observação,chuva leve,13,1,1,0,0
1941,None_Existent,43.3,1.2,85.7,DARK,16.0,1017.0,100.0,1.0,sem observação,sem chuva,6,3,8,0,0
1942,None_Existent,46.6,2.1,85.3,DARK,18.0,1011.0,88.0,0.0,céu claro,sem chuva,1,0,9,0,0
1943,None_Existent,40.1,1.9,67.8,DARK,16.0,1015.0,77.0,0.0,sem observação,sem chuva,0,1,5,0,0
1944,High,42.4,37.1,86.6,LOW_LIGHT,22.0,1019.0,46.0,5.0,céu claro,sem chuva,18,0,10,0,1
1945,None_Existent,40.7,1.9,78.5,LIGHT,20.0,1014.0,68.0,1.0,algumas nuvens,sem chuva,9,5,9,1,1
1946,Medium,38.4,12.3,80.2,LIGHT,14.0,1019.0,100.0,5.0,sem observação,chuva fraca,18,5,4,1,1
1947,None_Existent,43.5,5.1,75.6,DARK,17.0,1021.0,88.0,2.0,céu claro,sem chuva,20,0,10,0,0
1948,High,44.7,36.7,78.1,DARK,13.0,1017.0,93.0,7.0,sem observação,chuva moderada,19,2,1,0,1
1949,High,41.0,37.3,84.3,DARK,11.0,1021.0,66.0,3.0,algumas nuvens,sem chuva,18,3,1,0,1
1950,None_Existent,39.6,0.0,89.1,DARK,18.0,1021.0,68.0,3.0,céu claro,sem chuva,21,0,9,0,0
1951,Low,48.5,3.5,81.1,DARK,9.0,1016.0,100.0,3.0,nuvens quebrados,sem chuva,6,0,2,0,0
1952,High,36.9,71.3,90.5,LIGHT,21.0,1016.0,83.0,3.0,nuvens quebrados,sem chuva,16,0,8,0,0
1953,Low,38.3,4.2,64.5,DARK,15.0,1020.0,72.0,9.0,sem observação,sem chuva,4,6,5,1,0
1954,Low,40.6,12.5,79.8,DARK,18.0,1018.0,100.0,3.0,sem observação,sem chuva,21,2,8,0,0
1955,None_Existent,36.9,0.0,93.4,DARK,18.0,1013.0,88.0,1.0,sem observação,sem chuva,22,2,7,0,0
1956,None_Existent,40.8,0.0,82.7,DARK,16.0,1013.0,100.0,2.0,sem observação,sem chuva,2,2,9,0,0
1957,None_Existent,40.8,4.9,76.2,LIGHT,17.0,1018.0,77.0,1.0,sem observação,sem chuva,7,5,6,1,1
1958,Low,31.3,19.9,98.5,LIGHT,17.0,1028.0,72.0,3.0,nuvens dispersas,sem chuva,14,5,3,1,0
1959,None_Existent,44.9,0.0,84.6,DARK,16.0,1019.0,100.0,0.0,sem observação,sem chuva,1,4,8,0,0
1960,High,42.4,61.5,86.6,LIGHT,20.0,1018.0,73.0,2.0,céu claro,sem chuva,16,3,9,0,0
1961,Medium,38.8,17.2,88.8,DARK,16.0,1020.0,82.0,3.0,céu claro,sem chuva,20,4,8,0,0
1962,Low,42.5,2.9,75.1,LIGHT,20.0,1017.0,72.0,4.0,céu pouco nublado,sem chuva,13,6,9,1,0
1963,Low,37.2,12.9,93.9,DARK,10.0,1024.0,81.0,1.0,algumas nuvens,sem chuva,21,4,2,0,0
1964,None_Existent,40.8,3.8,67.3,DARK,12.0,1016.0,82.0,6.0,sem observação,aguaceiros fracos,1,4,5,0,0
1965,Low,41.4,4.1,65.3,DARK,16.0,1013.0,52.0,2.0,céu limpo,sem chuva,2,6,4,1,0
1966,Low,42.4,8.1,90.7,DARK,15.0,1018.0,93.0,1.0,sem observação,sem chuva,3,0,8,0,0
1967,None_Existent,42.1,2.5,82.6,DARK,6.0,1025.0,81.0,1.0,algumas nuvens,sem chuva,22,5,2,1,0
1968,High,41.0,72.5,72.8,LIGHT,24.0,1018.0,49.0,7.0,sem observação,sem chuva,17,1,5,0,1
1969,Very_High,43.0,83.4,82.5,LIGHT,29.0,1017.0,31.0,4.0,sem observação,sem chuva,16,3,9,0,0
1970,None_Existent,44.8,0.0,81.4,DARK,17.0,1018.0,88.0,5.0,nuvens quebrados,sem chuva,1,3,8,0,0
1971,Medium,47.3,4.3,68.0,DARK,11.0,1022.0,93.0,2.0,nuvens quebrados,sem chuva,7,2,12,0,1
1972,Very_High,47.9,91.1,68.8,LIGHT,8.0,1027.0,58.0,5.0,céu claro,sem chuva,8,0,12,0,1
1973,Low,35.5,12.6,82.3,LOW_LIGHT,18.0,1014.0,93.0,4.0,sem observação,sem chuva,20,4,7,0,0
1974,None_Existent,43.5,0.0,76.5,DARK,18.0,1019.0,93.0,2.0,nuvens quebradas,sem chuva,0,0,9,0,0
1975,None_Existent,44.5,5.2,88.6,DARK,18.0,1016.0,100.0,3.0,sem observação,sem chuva,1,3,8,0,0
1976,Low,46.1,13.9,88.6,DARK,20.0,1013.0,100.0,4.0,sem observação,chuva fraca,1,4,8,0,0
1977,Low,40.7,6.2,83.9,DARK,13.0,1021.0,100.0,4.0,sem observação,sem chuva,20,3,11,0,0
1978,None_Existent,44.3,1.6,80.8,DARK,18.0,1016.0,100.0,3.0,sem observação,sem chuva,1,1,7,0,0
1979,Medium,36.0,53.4,96.4,LIGHT,13.0,1023.0,58.0,5.0,céu claro,sem chuva,11,3,2,0,0
1980,Medium,42.2,27.7,88.8,LIGHT,18.0,1018.0,93.0,1.0,sem observação,sem chuva,18,5,9,1,1
1981,High,37.5,66.7,85.5,LIGHT,22.0,1021.0,73.0,4.0,sem observação,sem chuva,15,5,8,1,0
1982,Low,41.8,8.8,87.9,DARK,13.0,1020.0,93.0,7.0,sem observação,sem chuva,4,1,8,0,0
1983,Low,35.4,4.1,67.6,DARK,12.0,1020.0,76.0,2.0,céu limpo,sem chuva,22,4,3,0,0
1984,High,41.7,105.1,84.4,LIGHT,21.0,1017.0,88.0,3.0,céu pouco nublado,sem chuva,16,4,8,0,0
1985,Low,35.5,11.8,46.4,LIGHT,21.0,1022.0,73.0,4.0,céu pouco nublado,sem chuva,16,6,8,1,0
1986,Medium,42.6,9.4,81.3,LIGHT,17.0,1015.0,100.0,3.0,sem observação,sem chuva,6,0,7,0,0
1987,Medium,45.1,6.5,65.6,LIGHT,11.0,1017.0,93.0,1.0,sem observação,sem chuva,6,2,5,0,0
1988,Medium,34.4,30.8,91.6,LIGHT,24.0,1023.0,33.0,6.0,céu claro,sem chuva,14,1,10,0,0
1989,None_Existent,42.9,0.0,82.1,DARK,17.0,1013.0,88.0,3.0,nuvens quebradas,sem chuva,2,3,7,0,0
1990,None_Existent,40.5,0.0,88.3,DARK,17.0,1016.0,100.0,1.0,sem observação,sem chuva,1,2,7,0,0
1991,None_Existent,42.4,0.0,75.1,DARK,12.0,1029.0,93.0,0.0,sem observação,sem chuva,6,3,12,0,0
1992,Medium,38.1,37.9,83.9,LIGHT,22.0,1021.0,64.0,6.0,céu claro,sem chuva,14,2,9,0,0
1993,Medium,45.7,14.4,85.4,DARK,14.0,1019.0,100.0,0.0,nuvens dispersas,sem chuva,21,1,10,0,0
1994,Medium,51.7,3.9,79.6,DARK,9.0,1024.0,87.0,1.0,céu claro,sem chuva,2,5,2,1,0
1995,High,43.4,42.7,80.8,LIGHT,22.0,1013.0,35.0,4.0,céu claro,sem chuva,17,0,10,0,1
1996,Medium,39.1,15.1,70.6,LIGHT,16.0,1018.0,51.0,4.0,céu limpo,sem chuva,7,5,4,1,1
1997,None_Existent,45.8,0.0,87.0,DARK,17.0,1010.0,100.0,2.0,algumas nuvens,sem chuva,4,0,9,0,0
1998,Low,36.1,4.5,60.3,DARK,8.0,1015.0,100.0,0.0,sem observação,sem chuva,4,6,5,1,0
1999,Medium,35.8,19.9,78.9,LOW_LIGHT,17.0,1019.0,72.0,5.0,sem observação,sem chuva,20,6,6,1,0
2000,Medium,42.4,23.1,83.3,LIGHT,27.0,1013.0,39.0,3.0,céu claro,sem chuva,17,1,8,0,1
2001,Very_High,47.2,99.6,71.0,LIGHT,9.0,1020.0,87.0,3.0,sem observação,sem chuva,7,4,5,0,1
2002,Medium,34.9,32.9,96.9,LIGHT,14.0,1032.0,87.0,2.0,céu claro,sem chuva,12,6,12,1,0
2003,None_Existent,42.0,0.0,75.6,LOW_LIGHT,10.0,1021.0,81.0,4.0,nuvens quebrados,sem chuva,8,6,1,1,1
2004,Very_High,46.2,97.3,63.1,LIGHT,3.0,1025.0,100.0,2.0,céu claro,sem chuva,9,0,1,0,1
2005,Low,39.5,10.2,90.2,LIGHT,17.0,1014.0,88.0,1.0,nuvens quebradas,sem chuva,10,0,6,0,0
2006,High,36.3,79.6,69.3,LIGHT,18.0,1020.0,72.0,6.0,sem observação,sem chuva,16,5,6,1,0
2007,None_Existent,44.9,0.0,85.9,DARK,19.0,1016.0,60.0,3.0,céu claro,sem chuva,2,5,8,1,0
2008,Medium,42.9,34.2,75.1,LIGHT,9.0,993.0,81.0,7.0,sem observação,chuva,12,4,2,0,0
2009,Low,44.0,14.8,85.5,LIGHT,28.0,1015.0,33.0,6.0,céu claro,sem chuva,11,5,9,1,0
2010,None_Existent,41.0,0.0,90.9,DARK,10.0,1024.0,62.0,4.0,céu claro,sem chuva,5,1,2,0,0
2011,None_Existent,41.8,5.8,88.6,LIGHT,18.0,1016.0,100.0,1.0,sem observação,sem chuva,6,0,8,0,0
2012,Low,37.0,13.3,97.4,LIGHT,15.0,1029.0,77.0,1.0,nuvens quebradas,sem chuva,12,5,3,1,0
2013,Medium,39.9,36.3,90.2,LIGHT,20.0,1022.0,68.0,7.0,céu pouco nublado,sem chuva,13,1,9,0,0
2014,Low,45.2,6.3,77.0,DARK,19.0,1014.0,93.0,1.0,céu claro,sem chuva,23,1,8,0,0
2015,High,45.4,40.7,84.4,LIGHT,21.0,1022.0,77.0,4.0,céu pouco nublado,sem chuva,14,6,8,1,0
2016,None_Existent,39.8,0.0,68.8,DARK,10.0,1020.0,93.0,1.0,sem observação,sem chuva,5,6,6,1,0
2017,High,34.1,57.5,95.9,LIGHT,28.0,1025.0,39.0,4.0,sem observação,sem chuva,15,3,9,0,0
2018,Low,42.3,10.8,73.0,LIGHT,15.0,1019.0,100.0,1.0,sem observação,sem chuva,7,4,8,0,1
